customer_id,province,city,district,street_name,home_number,last_update
C01819,New Hampshire,Sunapee,Sullivan,Cobb Lake,478,2024-01-21 05:59:39
C01820,Minnesota,Oklee,Red Lake,Brian Via,924,2024-01-16 03:10:21
C01821,Maine,Owls Head,Knox,Robinson Loop,837,2024-01-30 23:46:12
C01822,Pennsylvania,Swarthmore,Delaware,Ward Route,504,2024-01-28 09:33:42
C01823,Colorado,San Pablo,Costilla,Stephens Plains,5007,2024-01-27 15:13:01
C01823,Mississippi,Harriston,Jefferson,Costa Ridges,31,2024-01-27 15:13:01
C01824,Pennsylvania,Snow Shoe,Centre,Laura Trafficway,9804,2024-01-27 20:52:55
C01824,Oregon,Falls City,Polk,Jason Creek,6964,2024-01-27 20:52:55
C01825,Missouri,El Dorado Springs,Cedar,Christopher River,335,2024-01-22 19:56:15
C01825,Washington,Davenport,Lincoln,Adrian Mews,26093,2024-01-22 19:56:15
C01826,Pennsylvania,Stoneboro,Mercer,Veronica Summit,2663,2024-01-31 07:01:25
C01827,North Carolina,Southport,Brunswick,Daryl Court,823,2024-01-08 09:06:19
C01828,Kentucky,Dewitt,Knox,Martinez Underpass,457,2024-01-11 14:58:14
C01828,Arkansas,Bella Vista,Benton,Williams Track,99508,2024-01-11 14:58:14
C01829,Mississippi,Alligator,Bolivar,Gutierrez Mill,52635,2024-01-10 00:00:54
C01829,Virginia,Birchleaf,Dickenson,Miller Union,3524,2024-01-10 00:00:54
C01830,Illinois,Harwood Heights,Cook,Linda Pine,7106,2024-02-10 07:12:09
C01830,Virginia,Tappahannock,Essex,Nguyen Manors,24923,2024-02-10 07:12:09
C01831,Pennsylvania,Mayport,Clarion,Elizabeth Prairie,57175,2024-01-08 17:03:07
C01832,Missouri,Barnhart,Jefferson,Benson Springs,2615,2024-02-02 09:51:21
C01832,Idaho,Franklin,Franklin,Acevedo Pike,891,2024-02-02 09:51:21
C01833,Illinois,Marseilles,La Salle,Cabrera Plaza,17151,2024-01-27 01:46:47
C01834,Arkansas,Morrow,Washington,Carl Estates,412,2024-01-23 22:50:23
C01835,Maine,Coopers Mills,Lincoln,Miles Parkway,5467,2024-01-30 16:40:29
C01836,Kansas,Stafford,Stafford,Charles Spring,71741,2024-02-05 14:28:32
C01837,Florida,Windermere,Orange,Harper Inlet,857,2024-01-28 23:41:23
C01837,Ohio,Grand River,Lake,James Avenue,17617,2024-01-28 23:41:23
C01838,South Carolina,Chappells,Newberry,Paul Ford,11,2024-01-29 19:28:24
C01839,New York,North Tonawanda,Niagara,Elizabeth Pike,172,2024-01-19 05:15:30
C01839,Minnesota,Lengby,Mahnomen,Sharon Island,9656,2024-01-19 05:15:30
C01840,Texas,Lipan,Hood,Roberts Curve,782,2024-01-22 07:23:10
C01841,Minnesota,Hastings,Dakota,Jones Manor,3424,2024-01-21 17:44:56
C01842,Washington,Glenwood,Klickitat,Jon Mountains,4662,2024-01-19 04:36:38
C01842,South Carolina,Dale,Beaufort,Browning Pines,23064,2024-01-19 04:36:38
C01843,Utah,Minersville,Beaver,Julia Underpass,68460,2024-01-16 21:08:33
C01844,Alaska,Sterling,Kenai Peninsula,Davis Squares,9234,2024-02-03 11:36:11
C01845,Indiana,Westpoint,Tippecanoe,Megan Park,6453,2024-01-18 18:17:45
C01845,Oklahoma,Shamrock,Creek,Corey Meadows,9506,2024-01-18 18:17:45
C01846,Nebraska,Dawson,Richardson,Cody Forest,1346,2024-02-04 03:44:37
C01846,Alabama,Steele,Saint Clair,Cynthia Throughway,78,2024-02-04 03:44:37
C01847,Massachusetts,Roslindale,Suffolk,Danielle Plain,9576,2024-01-17 06:57:40
C01848,Michigan,Elwell,Gratiot,Tracey Harbor,54474,2024-01-25 21:00:32
C01849,Florida,Lake Harbor,Palm Beach,Allen Grove,359,2024-02-10 18:46:12
C01850,Ohio,New Vienna,Clinton,Clayton Meadow,525,2024-01-05 15:34:11
C01851,California,Avenal,Kings,Robles Island,40937,2024-01-11 12:15:45
C01851,Maryland,Bowie,Prince Georges,Christopher Summit,85968,2024-01-11 12:15:45
C01852,New Jersey,New Vernon,Morris,Jackson Brooks,5095,2024-01-15 15:03:39
C01853,Wisconsin,Wales,Waukesha,Dorsey Drives,184,2024-01-29 23:51:20
C01853,Texas,Thomaston,De Witt,Blair Loaf,8063,2024-01-29 23:51:20
C01854,New York,South Richmond Hill,Queens,Keith Meadow,119,2024-01-26 06:18:10
C01855,Mississippi,Thaxton,Pontotoc,Thompson Oval,908,2024-01-13 09:50:20
C01855,Virginia,Freeman,Brunswick,Phillip Union,11217,2024-01-13 09:50:20
C01856,New York,Chenango Bridge,Broome,Morrison Wells,223,2024-01-07 05:46:15
C01856,Ohio,Blaine,Belmont,Stephanie Ferry,6772,2024-01-07 05:46:15
C01857,Oregon,Corvallis,Benton,April Key,1627,2024-02-06 00:59:36
C01857,North Carolina,Hookerton,Greene,Susan Green,34277,2024-02-06 00:59:36
C01858,Texas,White Oak,Gregg,Holly Wall,2142,2024-01-30 01:02:00
C01859,Missouri,Allenton,Saint Louis,Peggy Green,58719,2024-02-09 05:41:15
C01859,Montana,Frenchtown,Missoula,Thomas Causeway,592,2024-02-09 05:41:15
C01860,Indiana,New Washington,Clark,Perez Ways,95,2024-01-05 13:29:09
C01861,Ohio,Franklin,Warren,Snyder Union,936,2024-02-08 05:38:51
C01862,Missouri,Benton,Scott,Richards Motorway,38161,2024-01-27 16:05:02
C01863,Mississippi,Alligator,Bolivar,Curtis Roads,33010,2024-02-05 23:53:14
C01864,Minnesota,Longville,Cass,Murphy Landing,24,2024-01-24 16:50:07
C01865,Illinois,Harwood Heights,Cook,Mccann Harbors,412,2024-01-31 03:31:04
C01866,Missouri,Falcon,Laclede,Donald Stream,23208,2024-01-09 22:11:09
C01867,Massachusetts,Menemsha,Dukes,Brown Trafficway,943,2024-01-10 12:13:12
C01868,Alabama,Camden,Wilcox,Tracey Knoll,783,2024-01-11 12:48:22
C01868,Wyoming,Fort Laramie,Goshen,Williamson Crossing,16822,2024-01-11 12:48:22
C01869,New York,Central Bridge,Schoharie,Sean Landing,93178,2024-01-13 22:27:52
C01870,Texas,Haslet,Tarrant,Amber Flat,4738,2024-01-15 06:18:21
C01871,Utah,Farmington,Davis,Emily Ports,6245,2024-01-08 23:51:24
C01872,Michigan,Kendall,Van Buren,Alexis Fort,5882,2024-01-23 08:12:02
C01873,Oklahoma,Asher,Pottawatomie,Elizabeth Tunnel,82,2024-01-27 11:15:10
C01873,Louisiana,Pierre Part,Assumption,Zachary Islands,28477,2024-01-27 11:15:10
C01874,Kentucky,Buckner,Oldham,Robertson Street,3715,2024-01-20 12:22:00
C01875,Maryland,Halethorpe,Baltimore,Javier Bypass,666,2024-01-25 11:30:31
C01875,Arkansas,Keiser,Mississippi,Brown Shore,633,2024-01-25 11:30:31
C01876,Washington,Clayton,Stevens,Terry Cove,553,2024-02-05 11:41:16
C01877,Maryland,Rhodesdale,Dorchester,Mary Glens,37,2024-01-18 18:31:47
C01877,Arizona,Clarkdale,Yavapai,Dean Mountain,37930,2024-01-18 18:31:47
C01878,Ohio,Walbridge,Wood,Davis Plain,200,2024-02-09 16:15:37
C01879,Kansas,Glasco,Cloud,Thomas Valley,62474,2024-02-04 01:02:48
C01879,Pennsylvania,Ralston,Lycoming,Kenneth Points,7325,2024-02-04 01:02:48
C01880,New York,Congers,Rockland,Brown Manors,2990,2024-01-27 14:05:38
C01881,Alabama,Waterloo,Lauderdale,Weber Crest,7209,2024-01-20 07:02:51
C01882,Illinois,Sciota,Mcdonough,Melanie Island,508,2024-01-26 12:32:46
C01882,Missouri,New Haven,Franklin,Ashley Terrace,8445,2024-01-26 12:32:46
C01883,Wisconsin,Fence,Florence,Madison Mission,4205,2024-01-30 23:31:36
C01884,Vermont,Waterville,Lamoille,Terri Land,567,2024-01-03 13:18:25
C01885,Kansas,Winona,Logan,Brandon Stream,7599,2024-01-17 06:17:39
C01886,Missouri,Blackburn,Saline,Jeffrey Glens,140,2024-01-21 01:19:05
C01886,Nebraska,Rushville,Sheridan,Rojas Plain,67091,2024-01-21 01:19:05
C01887,Indiana,Petersburg,Pike,Howard Path,0,2024-01-08 10:38:13
C01887,Texas,Benjamin,Knox,Johnson Highway,645,2024-01-08 10:38:13
C01888,Indiana,Goshen,Elkhart,Kenneth Plain,5256,2024-01-31 18:39:45
C01888,Illinois,Avon,Fulton,Julian Plaza,924,2024-01-31 18:39:45
C01889,Wisconsin,Windsor,Dane,Christopher Fields,79,2024-02-08 17:25:11
C01889,West Virginia,Crab Orchard,Raleigh,Rodgers Corners,121,2024-02-08 17:25:11
C01890,Michigan,Paradise,Chippewa,Brown Spring,59590,2024-01-05 19:41:04
C01890,New York,Babylon,Suffolk,Allen Junction,71741,2024-01-05 19:41:04
C01891,Georgia,Newborn,Newton,Sutton Orchard,6310,2024-01-24 02:56:59
C01891,Oregon,Brookings,Curry,Kimberly Estate,319,2024-01-24 02:56:59
C01892,North Dakota,Wishek,Mcintosh,Richmond Courts,8444,2024-01-14 04:13:41
C01892,Georgia,Lilburn,Gwinnett,Wheeler Haven,8924,2024-01-14 04:13:41
C01893,Louisiana,Many,Sabine,Miller Shores,328,2024-01-30 15:47:07
C01894,Michigan,Newport,Monroe,Michelle Roads,44792,2024-02-04 08:42:18
C01894,Georgia,Senoia,Coweta,Goodman Islands,144,2024-02-04 08:42:18
C01895,Vermont,Bridgewater,Windsor,Smith Avenue,465,2024-02-03 13:41:18
C01895,South Carolina,Harleyville,Dorchester,Prince Freeway,248,2024-02-03 13:41:18
C01896,Massachusetts,Southampton,Hampshire,Castro Row,3767,2024-01-10 06:55:30
C01896,Illinois,Marseilles,La Salle,Lang Walk,737,2024-01-10 06:55:30
C01897,Texas,Kingsbury,Guadalupe,Michael Port,87162,2024-01-26 00:10:27
C01897,Kentucky,Cromwell,Ohio,Parker Mews,6660,2024-01-26 00:10:27
C01898,Massachusetts,Northborough,Worcester,Brianna Rapid,52642,2024-01-12 15:10:42
C01898,California,Calpine,Sierra,Ray Run,317,2024-01-12 15:10:42
C01899,Kentucky,Lewisport,Hancock,Hancock Parks,85675,2024-01-25 02:50:32
C01899,North Carolina,Hampstead,Pender,Anthony Landing,639,2024-01-25 02:50:32
C01900,West Virginia,Point Pleasant,Mason,Washington Shore,4777,2024-01-06 15:48:33
C01901,Mississippi,Hurley,Jackson,Joseph Knoll,7025,2024-01-24 09:36:00
C01902,Virginia,Herndon,Fairfax,Scott Haven,99857,2024-01-28 02:11:20
C01903,California,Atascadero,San Luis Obispo,Tracy Grove,845,2024-01-11 19:18:13
C01903,Iowa,Shell Rock,Butler,Oconnor Station,766,2024-01-11 19:18:13
C01904,New Mexico,Reserve,Catron,John Junction,420,2024-01-31 02:42:55
C01904,Massachusetts,Cheshire,Berkshire,Johnson Port,3072,2024-01-31 02:42:55
C01905,New York,South Glens Falls,Saratoga,Mcfarland Mountains,82769,2024-01-28 07:17:14
C01905,Idaho,Arco,Butte,Chambers Point,894,2024-01-28 07:17:14
C01906,Washington,Bremerton,Kitsap,Jill Rue,6036,2024-01-19 08:48:29
C01907,New York,Smallwood,Sullivan,Kimberly Mews,448,2024-01-16 03:13:31
C01907,New York,South Richmond Hill,Queens,Darlene Trail,435,2024-01-16 03:13:31
C01908,Louisiana,Colfax,Grant,Pham Meadows,3777,2024-01-12 08:02:41
C01909,Oklahoma,Collinsville,Tulsa,Taylor Overpass,64919,2024-01-08 12:13:23
C01909,North Dakota,Fort Ransom,Ransom,Perry Springs,9507,2024-01-08 12:13:23
C01910,Pennsylvania,Aultman,Indiana,Cory Rest,56978,2024-01-29 12:25:05
C01911,Texas,Avery,Red River,Timothy Cape,81334,2024-01-14 14:43:50
C01912,New York,Huletts Landing,Washington,Evans Fall,9249,2024-02-03 23:57:25
C01912,Georgia,Bonaire,Houston,Davis Alley,69599,2024-02-03 23:57:25
C01913,Washington,Marshall,Spokane,Fisher Greens,31182,2024-01-18 11:24:11
C01914,Florida,Cape Canaveral,Brevard,Hamilton Knolls,511,2024-01-26 16:53:38
C01914,Oklahoma,Verden,Grady,Anthony Field,90596,2024-01-26 16:53:38
C01915,Indiana,Cutler,Carroll,Audrey Highway,83754,2024-01-14 09:47:50
C01916,New York,Plymouth,Chenango,Alyssa Hills,3773,2024-01-08 21:24:01
C01917,New Mexico,Fort Sumner,De Baca,Jill Branch,277,2024-01-14 06:33:59
C01918,Minnesota,Parkers Prairie,Otter Tail,Gabriela Common,9316,2024-01-06 09:58:41
C01918,Tennessee,Readyville,Cannon,Michael Ville,5326,2024-01-06 09:58:41
C01919,Alabama,Pine Hill,Wilcox,Williamson Drive,4837,2024-02-08 17:45:43
C01919,New Hampshire,Bath,Grafton,Ralph Point,779,2024-02-08 17:45:43
C01920,Kentucky,Dorton,Pike,Valencia Common,86728,2024-01-15 03:01:04
C01920,Massachusetts,Still River,Worcester,Castillo Parks,691,2024-01-15 03:01:04
C01921,Arkansas,Elaine,Phillips,Kelly Mills,2969,2024-02-01 16:25:06
C01922,Ohio,Beaver,Pike,Edwards Village,415,2024-01-12 06:52:52
C01922,Nebraska,Burwell,Garfield,Robinson Shores,20,2024-01-12 06:52:52
C01923,New York,Central Bridge,Schoharie,Steve Cove,129,2024-01-29 01:20:35
C01923,Arkansas,Board Camp,Polk,Wright Spurs,70265,2024-01-29 01:20:35
C01924,Missouri,Hawk Point,Lincoln,Walker Knolls,193,2024-01-10 23:32:24
C01924,Pennsylvania,Avonmore,Westmoreland,Clark Circles,101,2024-01-10 23:32:24
C01925,West Virginia,Spelter,Harrison,Bridges Wells,37001,2024-01-13 13:17:56
C01926,Pennsylvania,Tamaqua,Schuylkill,Hill Field,75607,2024-01-20 08:51:35
C01927,Alabama,Cook Springs,Saint Clair,Adam Cove,737,2024-01-20 14:34:21
C01928,Pennsylvania,Hesston,Huntingdon,Christopher Well,14926,2024-01-07 12:40:16
C01928,Virginia,Ararat,Patrick,Chase Union,922,2024-01-07 12:40:16
C01929,New Hampshire,Woodstock,Grafton,Robert Fords,654,2024-02-04 06:40:04
C01929,Texas,Kenedy,Karnes,House Center,51435,2024-02-04 06:40:04
C01930,Indiana,Hagerstown,Wayne,Miller Village,4,2024-02-04 22:44:45
C01931,Michigan,North Star,Gratiot,Sandra Station,95960,2024-01-26 03:10:52
C01931,Rhode Island,Slocum,Washington,Timothy Rapid,47796,2024-01-26 03:10:52
C01932,New York,Little York,Cortland,Williams Islands,8562,2024-01-16 05:42:26
C01933,Texas,White Oak,Gregg,Harry Locks,694,2024-01-23 16:44:53
C01934,Minnesota,Cottage Grove,Washington,Kimberly Trace,5418,2024-01-31 21:27:57
C01934,Pennsylvania,New Bloomfield,Perry,Victor Parks,14881,2024-01-31 21:27:57
C01935,New York,Port Ewen,Ulster,Ashley Skyway,5708,2024-01-14 05:32:05
C01935,Nebraska,Cedar Bluffs,Saunders,Richard Street,650,2024-01-14 05:32:05
C01936,Michigan,Allouez,Keweenaw,Escobar Harbors,294,2024-01-16 06:57:27
C01937,Virginia,Hayes,Gloucester,Alyssa Circle,501,2024-02-05 09:26:45
C01938,North Carolina,Stovall,Granville,Fuentes Forks,8626,2024-01-17 20:23:26
C01939,Ohio,Toledo,Wood,Williams Divide,1698,2024-01-30 21:41:24
C01940,Montana,Moore,Fergus,Sean Light,817,2024-01-16 12:17:36
C01940,Pennsylvania,Chambersville,Indiana,Bradley Place,43659,2024-01-16 12:17:36
C01941,Tennessee,Altamont,Grundy,Myers Street,5417,2024-01-29 12:10:51
C01942,Illinois,Nauvoo,Hancock,Reynolds Common,751,2024-01-27 06:10:59
C01942,Virginia,Jamesville,Northampton,Adam Mission,8428,2024-01-27 06:10:59
C01943,Indiana,New Waverly,Cass,Dickson Lake,6186,2024-01-11 03:48:58
C01944,Texas,Mesquite,Dallas,Freeman Spurs,92283,2024-01-13 10:47:02
C01944,Florida,Branford,Suwannee,Willis Crest,3092,2024-01-13 10:47:02
C01945,Vermont,Highgate Springs,Franklin,Dean Place,36740,2024-01-28 19:04:45
C01946,Alabama,Cook Springs,Saint Clair,Michael Prairie,4769,2024-01-18 19:15:37
C01947,Arkansas,Huttig,Union,Christopher Skyway,56208,2024-01-31 19:24:47
C01947,Wisconsin,Monticello,Green,Robert Summit,88025,2024-01-31 19:24:47
C01948,Connecticut,Darien,Fairfield,Colon Camp,62063,2024-02-01 12:51:17
C01949,Montana,Sanders,Treasure,Montgomery Road,51676,2024-01-19 17:23:02
C01949,Tennessee,Germantown,Shelby,Ryan Loop,96586,2024-01-19 17:23:02
C01950,North Carolina,Granite Falls,Caldwell,David Lake,68732,2024-01-17 20:50:27
C01950,New Hampshire,Woodstock,Grafton,Christine Fall,4508,2024-01-17 20:50:27
C01951,Oklahoma,Carney,Lincoln,Hansen Mountain,87183,2024-01-30 16:26:14
C01952,Washington,Sumner,Pierce,Tina Route,66584,2024-01-21 12:02:04
C01952,Kentucky,Frankfort,Franklin,Gay Garden,930,2024-01-21 12:02:04
C01953,New Mexico,Cubero,Cibola,Copeland Station,897,2024-01-23 11:23:47
C01954,Washington,Marshall,Spokane,Thomas Road,44790,2024-01-31 21:19:51
C01954,South Carolina,Hartsville,Darlington,Adkins View,4702,2024-01-31 21:19:51
C01955,Florida,Pompano Beach,Broward,Pena Ports,27645,2024-01-22 06:55:26
C01955,Kentucky,Roxana,Letcher,Whitney Avenue,50,2024-01-22 06:55:26
C01956,Iowa,Bedford,Taylor,Patty Plains,7547,2024-01-16 09:21:41
C01957,New Jersey,Secaucus,Hudson,White Inlet,62828,2024-01-17 17:24:50
C01957,Iowa,Mount Sterling,Van Buren,Bowers Mills,55320,2024-01-17 17:24:50
C01958,North Carolina,Cove City,Craven,Steele Plain,1550,2024-01-19 15:51:06
C01959,Illinois,Worth,Cook,Christopher Mill,875,2024-01-23 21:33:38
C01959,Missouri,Tina,Carroll,Jennifer Crossing,91841,2024-01-23 21:33:38
C01960,Kansas,Kincaid,Anderson,Garcia Brooks,74,2024-02-07 15:16:44
C01960,Colorado,Hillrose,Morgan,Tiffany Street,1569,2024-02-07 15:16:44
C01961,West Virginia,Newhall,Mcdowell,Thomas Squares,268,2024-01-07 20:11:48
C01962,Minnesota,Young America,Carver,William Villages,309,2024-01-31 06:04:07
C01963,Washington,Moxee,Yakima,Emily Fall,90605,2024-01-08 20:52:07
C01964,Idaho,Richfield,Lincoln,Gonzalez Valleys,71241,2024-01-25 15:09:54
C01964,Wisconsin,Greenville,Outagamie,Thomas Ridge,9125,2024-01-25 15:09:54
C01965,Michigan,Walkerville,Oceana,Ashley Meadows,9436,2024-01-08 02:00:37
C01965,Ohio,Utica,Licking,Clark Meadow,3145,2024-01-08 02:00:37
C01966,Nebraska,Hooper,Dodge,Farley Plaza,50895,2024-01-30 23:17:20
C01966,Pennsylvania,Madera,Clearfield,Sabrina Light,318,2024-01-30 23:17:20
C01967,Montana,Sand Coulee,Cascade,Williamson Prairie,6330,2024-01-17 03:01:09
C01968,Kansas,Lost Springs,Marion,John Forges,883,2024-01-18 20:37:11
C01969,Iowa,Jefferson,Greene,Mark Ridge,270,2024-01-23 06:07:16
C01970,Pennsylvania,Oak Ridge,Armstrong,Hickman Meadow,470,2024-01-13 23:17:30
C01970,Idaho,Richfield,Lincoln,Pearson Loaf,27578,2024-01-13 23:17:30
C01971,Georgia,Ideal,Macon,Michael Oval,80882,2024-01-20 15:17:01
C01971,Missouri,Madison,Monroe,James Walk,97019,2024-01-20 15:17:01
C01972,Washington,Coupeville,Island,Kenneth Parks,75186,2024-01-27 07:21:04
C01972,Michigan,Pleasant Lake,Jackson,Damon Port,636,2024-01-27 07:21:04
C01973,New York,Kenoza Lake,Sullivan,Rose Spur,81689,2024-01-10 00:33:28
C01974,Florida,Osteen,Volusia,Smith Lane,8812,2024-02-04 05:38:18
C01974,New York,Kenoza Lake,Sullivan,Chapman Inlet,252,2024-02-04 05:38:18
C01975,Idaho,Spirit Lake,Kootenai,Bennett Parkway,68179,2024-01-31 08:23:52
C01975,Virginia,Herndon,Fairfax,Eric Heights,99797,2024-01-31 08:23:52
C01976,Louisiana,Robert,Tangipahoa,Joseph Stream,98544,2024-02-01 11:25:58
C01976,Minnesota,Searles,Brown,Pierce Cape,8334,2024-02-01 11:25:58
C01977,Michigan,Scottville,Mason,Mccullough Island,672,2024-01-18 15:04:24
C01977,Louisiana,Sugartown,Beauregard,Brown Courts,18066,2024-01-18 15:04:24
C01978,New York,Haverstraw,Rockland,Reid Hollow,8780,2024-01-29 16:02:41
C01979,Oklahoma,Inola,Rogers,Sean Extensions,537,2024-02-01 10:44:40
C01979,Massachusetts,Roslindale,Suffolk,David Street,870,2024-02-01 10:44:40
C01980,New Mexico,Petaca,Rio Arriba,Tucker Roads,37314,2024-02-01 06:25:56
C01981,North Carolina,Skyland,Buncombe,Barnett Loaf,47994,2024-02-05 18:03:18
C01981,West Virginia,White Sulphur Springs,Greenbrier,Sanchez Village,78273,2024-02-05 18:03:18
C01982,Nebraska,Leigh,Colfax,Ortiz Dale,84078,2024-01-16 09:24:16
C01982,North Carolina,Murphy,Cherokee,Espinoza Locks,157,2024-01-16 09:24:16
C01983,Michigan,Hermansville,Menominee,Carol Square,8565,2024-01-28 08:58:28
C01984,Kentucky,Ravenna,Estill,Leslie Junctions,424,2024-01-08 02:35:58
C01984,New York,Plainview,Nassau,Hart Manors,7292,2024-01-08 02:35:58
C01985,Michigan,Grayling,Crawford,Toni Manor,9406,2024-01-09 12:55:26
C01985,Puerto Rico,San Sebastian,San Sebastian,Corey Trail,1382,2024-01-09 12:55:26
C01986,South Carolina,Mc Coll,Marlboro,Lambert Pine,39238,2024-02-01 15:37:15
C01986,Nebraska,Staplehurst,Seward,Taylor Knolls,468,2024-02-01 15:37:15
C01987,New York,Orient,Suffolk,Lopez Loop,1035,2024-01-18 16:24:40
C01987,Texas,Woodville,Tyler,Watson Grove,808,2024-01-18 16:24:40
C01988,Illinois,Kenney,Dewitt,Janice Village,262,2024-01-08 09:14:15
C01989,Texas,Redwater,Bowie,Jessica Drive,6460,2024-01-21 12:07:34
C01990,New Jersey,Vineland,Cumberland,Jones Rapids,91009,2024-01-26 04:44:42
C01990,Connecticut,Winchester Center,Litchfield,Russell Knolls,954,2024-01-26 04:44:42
C01991,Mississippi,Piney Woods,Rankin,Bender Stravenue,178,2024-01-21 04:57:16
C01992,Kentucky,Royalton,Magoffin,Acosta Wall,205,2024-01-21 13:28:46
C01993,Texas,Euless,Tarrant,Parks Views,7321,2024-01-31 13:21:12
C01993,New York,Arverne,Queens,Braun Landing,9107,2024-01-31 13:21:12
C01994,Vermont,Townshend,Windham,Courtney Springs,611,2024-01-07 21:55:00
C01994,Ohio,Grand River,Lake,Davis Skyway,250,2024-01-07 21:55:00
C01995,Maryland,Colora,Cecil,Mcknight Turnpike,3494,2024-01-02 20:50:48
C01995,Louisiana,Start,Richland,Morgan Meadows,505,2024-01-02 20:50:48
C01996,California,Mather,Sacramento,Justin Overpass,411,2024-01-08 20:30:44
C01996,Indiana,Carmel,Hamilton,Smith Pass,9538,2024-01-08 20:30:44
C01997,Louisiana,Grand Chenier,Cameron,Cooper Rapid,875,2024-02-05 07:55:45
C01997,Florida,Pompano Beach,Broward,Brian Stream,55282,2024-02-05 07:55:45
C01998,Oklahoma,Atwood,Hughes,Mclean Harbor,303,2024-01-14 03:07:29
C01999,Texas,Midlothian,Ellis,Ellis Harbors,4332,2024-01-23 15:52:23
C02000,Massachusetts,Mill River,Berkshire,Reed Motorway,674,2024-01-11 07:57:22
C02000,Texas,Round Rock,Williamson,Kenneth Walks,7246,2024-01-11 07:57:22
C02001,Minnesota,Milroy,Redwood,Doris Hill,90671,2024-01-23 11:48:35
C02001,New York,Johnson,Orange,Antonio Ports,8442,2024-01-23 11:48:35
C02002,Kansas,Newton,Harvey,Beth Gateway,64212,2024-01-18 16:19:12
C02003,Kentucky,Deane,Letcher,Montes Causeway,48910,2024-02-10 08:03:10
C02003,Minnesota,Lewiston,Winona,Day Mountains,991,2024-02-10 08:03:10
C02004,Illinois,Hopedale,Tazewell,Perez Springs,6512,2024-01-20 07:27:52
C02004,Vermont,Colchester,Chittenden,Justin Greens,708,2024-01-20 07:27:52
C02005,Missouri,Foristell,Saint Charles,Robert Run,13959,2024-01-10 11:48:54
C02005,Texas,Natalia,Medina,Allen Mission,459,2024-01-10 11:48:54
C02006,Missouri,Kelso,Scott,Eric Estates,11264,2024-01-04 09:38:06
C02006,Pennsylvania,Hummels Wharf,Snyder,Cody Shoals,154,2024-01-04 09:38:06
C02007,New York,Penfield,Monroe,Katrina Roads,705,2024-01-20 19:45:14
C02007,Missouri,Cainsville,Harrison,Scott Road,626,2024-01-20 19:45:14
C02008,Louisiana,Napoleonville,Assumption,Jacob Lodge,43265,2024-01-21 08:42:15
C02009,New Mexico,Pinehill,Cibola,Jonathan Overpass,78937,2024-01-23 03:11:34
C02010,Texas,Coleman,Coleman,Martin Run,99963,2024-02-02 05:59:20
C02010,Michigan,Caspian,Iron,Knight Coves,454,2024-02-02 05:59:20
C02011,Minnesota,Motley,Morrison,Tina Lake,9282,2024-01-20 02:30:34
C02011,Maine,Hollis Center,York,Stokes Summit,16,2024-01-20 02:30:34
C02012,Alabama,Waterloo,Lauderdale,Martin Haven,8715,2024-02-01 11:13:37
C02013,Louisiana,Hosston,Caddo,Chad Rue,9313,2024-01-25 17:28:49
C02014,Kansas,Toronto,Woodson,Roth Isle,1961,2024-01-29 19:48:01
C02014,Illinois,Cerro Gordo,Piatt,Gray Roads,21000,2024-01-29 19:48:01
C02015,Oregon,Princeton,Harney,Barron View,700,2024-01-18 21:15:40
C02016,California,San Geronimo,Marin,William Run,63190,2024-01-17 01:55:07
C02017,Ohio,Utica,Licking,Andersen Fords,87927,2024-01-09 16:56:07
C02018,New Jersey,Moonachie,Bergen,Lowe Underpass,2268,2024-01-07 21:02:30
C02018,Minnesota,Currie,Murray,Stewart Corners,52438,2024-01-07 21:02:30
C02019,Kentucky,Fort Campbell,Christian,Jessica Inlet,449,2024-01-29 06:49:28
C02020,Maine,Burnham,Waldo,Lamb Union,99645,2024-01-05 11:41:08
C02020,Kentucky,Gray,Knox,Thompson Greens,384,2024-01-05 11:41:08
C02021,Vermont,Cabot,Washington,Tammy Stravenue,77157,2024-01-26 19:55:15
C02021,Washington,Clallam Bay,Clallam,Elizabeth Loop,507,2024-01-26 19:55:15
C02022,New York,Carthage,Jefferson,Luke Creek,251,2024-01-28 23:52:39
C02023,Connecticut,Cos Cob,Fairfield,Kristy Fields,86720,2024-01-19 06:21:32
C02023,Michigan,Dansville,Ingham,Kelly Cove,4566,2024-01-19 06:21:32
C02024,Pennsylvania,Tunkhannock,Wyoming,Chandler Spur,150,2024-01-19 00:00:57
C02025,Minnesota,Alden,Freeborn,Young Alley,2655,2024-02-04 00:05:52
C02026,Michigan,Allendale,Ottawa,Richard Vista,5732,2024-01-13 05:53:29
C02026,New York,Thiells,Rockland,Castillo Hollow,5068,2024-01-13 05:53:29
C02027,Arizona,Eloy,Pinal,Mendez Turnpike,233,2024-01-23 00:29:01
C02027,Washington,Carlton,Okanogan,Cheryl Hills,2147,2024-01-23 00:29:01
C02028,West Virginia,Triadelphia,Ohio,Sampson Isle,73053,2024-01-13 23:52:01
C02029,Puerto Rico,San Sebastian,San Sebastian,Stephanie Station,162,2024-01-24 19:15:33
C02030,Virginia,Dendron,Surry,Rodriguez Ways,71066,2024-01-04 23:32:50
C02030,New York,Rosedale,Queens,Ray Center,67059,2024-01-04 23:32:50
C02031,Utah,Snowville,Box Elder,Joseph Crest,9779,2024-01-17 08:44:24
C02031,Illinois,Muddy,Saline,Leonard Cove,946,2024-01-17 08:44:24
