purchase_id,customer_id,product_id,quantity,total_price,recipient_name,recipient_phone,province,city,district,street_name,house_number,purchase_time
PR0001669,C04998,P0019627,1,5.98,Philip Gill,986-702-4750,North Dakota,Forbes,Dickey,Sarah Harbors,617,2024-05-15 12:01:46
PR0006492,C03969,P0019637,1,22.16,Joan Stafford,646-284-8366,Missouri,Poplar Bluff,Butler,Bryan Cape,66897,2024-05-15 04:17:21
PR0007645,C04022,P0019742,2,215.54,Colin Terry,720-549-5979,Utah,Cleveland,Emery,Alexandria Highway,3290,2024-04-24 03:11:55
PR0006579,C04961,P0019767,1,47.9,Sarah Graham,903-727-3768,New Jersey,Pennington,Mercer,Nicolas Mountain,3485,2024-05-11 06:21:53
PR0003193,C05205,P0019806,1,5.98,Laura Steele,784-586-8773,Texas,Hardin,Liberty,Bryan Ville,30827,2024-05-06 18:50:48
PR0006732,C01782,P0019958,1,0.66,Michael Wilson,451-557-4890,Arizona,Ash Fork,Yavapai,Reid Roads,6134,2024-04-30 19:33:50
PR0003185,C04223,P0019961,2,15.56,Erica Johnson,492-830-7586,Puerto Rico,San Juan,San Juan,Brenda Mills,850,2024-05-05 22:30:23
PR0006808,C04912,P0019991,5,23.95,Sarah Larson,444-696-9887,California,Montague,Siskiyou,Jacob Club,4390,2024-05-04 19:40:14
PR0001379,C02562,P0020007,1,1.62,Dawn Nelson,306-487-3426,New Jersey,Brookside,Morris,Moss Mill,54720,2024-04-18 20:48:07
PR0001870,C02584,P0020040,2,5.86,Jay Mcneil,449-552-9407,South Dakota,Spencer,Mccook,Harris View,294,2024-05-11 07:17:18
PR0003273,C04824,P0020069,2,0.84,Carl Williams,482-920-7948,Vermont,Granby,Essex,Jones Lock,207,2024-05-07 02:03:51
PR0002469,C03667,P0020122,1,0.18,Daniel Clark,234-243-5587,Pennsylvania,Duryea,Luzerne,Reynolds Landing,1886,2024-05-14 08:40:42
PR0003152,C03910,P0020232,2,10.54,Scott Douglas,522-235-8945,Colorado,Coaldale,Fremont,Madison Trace,26410,2024-04-16 15:09:27
PR0003717,C05108,P0020306,1,2.99,Jon Clark,494-767-5211,Pennsylvania,Shickshinny,Luzerne,Rebecca Expressway,233,2024-05-03 19:08:38
PR0000299,C05406,P0020331,2,8.26,Sara Fuller,988-305-5384,Louisiana,Grand Chenier,Cameron,Richard View,60630,2024-05-03 09:39:45
PR0007200,C00262,P0020335,3,6.3,Andrea Hughes,569-714-9354,Arizona,Clarkdale,Yavapai,Edward Common,16708,2024-05-03 01:13:53
PR0006173,C00120,P0020460,1,2.16,Lauren Carson,389-520-6685,Pennsylvania,Moshannon,Centre,Barbara Roads,3525,2024-04-15 10:53:37
PR0007518,C01634,P0020614,3,7.14,Courtney Green,351-762-3316,North Dakota,Fort Yates,Sioux,Stacy Bypass,311,2024-05-11 09:16:15
PR0001310,C00692,P0020627,2,1.56,Jade Johnson DVM,567-855-8817,Arkansas,Johnson,Washington,Moody Dam,47277,2024-05-13 09:20:55
PR0001931,C04327,P0020636,3,17.22,Robert Reese,488-395-1625,Kentucky,Warfield,Martin,Fletcher Wall,5964,2024-04-30 21:47:38
PR0004054,C03137,P0020675,2,7.18,Jeffery Sullivan,344-533-9287,Nebraska,Macy,Thurston,Cortez Extension,176,2024-04-15 10:45:52
PR0000585,C06273,P0020675,1,3.59,Jennifer Harris DDS,328-280-4666,Texas,Bruceville,Mclennan,White Points,744,2024-05-02 06:24:16
PR0001722,C04419,P0020696,3,45.75,Richard Lewis,872-504-6893,Arizona,Litchfield Park,Maricopa,Shepherd Trace,2634,2024-04-22 14:58:47
PR0001109,C04449,P0020810,5,40.5,Sean Lee,283-979-3327,Nebraska,David City,Butler,Moore Island,459,2024-05-07 14:07:22
PR0000898,C01436,P0020843,1,3.58,Jason Chapman,603-346-5911,Arkansas,Strawberry,Lawrence,Knapp Viaduct,765,2024-04-26 06:37:19
PR0003929,C04160,P0020924,2,10.56,Alison Livingston,226-479-2221,Indiana,Paxton,Sullivan,Mills Alley,2790,2024-05-01 15:46:29
PR0008082,C01273,P0020927,1,5.09,Debra Friedman,323-254-2957,Kentucky,Olaton,Ohio,Mary Ports,32468,2024-05-13 15:45:34
PR0008172,C02636,P0020977,2,23.92,Kari Colon,947-647-4192,Michigan,Newport,Monroe,Cook Rest,9898,2024-04-23 11:27:27
PR0005138,C04710,P0020978,1,4.79,John Bishop,525-471-7707,Mississippi,Durant,Holmes,Wright Summit,24530,2024-04-20 21:19:04
PR0004571,C02376,P0020983,1,33.47,Daniel Frazier,229-298-6161,Kentucky,Hestand,Monroe,Wolf Lodge,99530,2024-04-26 17:19:29
PR0003995,C04949,P0021012,2,16.74,Amanda Hill,692-308-1164,Illinois,Huey,Clinton,Swanson Summit,44057,2024-04-15 18:27:38
PR0001083,C02861,P0021055,2,14.34,Mr. Anthony Guerrero,694-610-3189,Texas,Ingleside,San Patricio,John Island,4684,2024-04-18 11:05:09
PR0001347,C02993,P0021226,1,17.95,Calvin Cooper,845-610-3976,Texas,Euless,Tarrant,Kari Drive,9968,2024-04-26 18:24:47
PR0005718,C05729,P0021281,2,81.56,Jacqueline Bass,883-450-4187,California,Keene,Kern,Luis Tunnel,209,2024-04-22 18:41:59
PR0004644,C06464,P0021349,2,4.04,Sheryl Salinas,323-332-8846,New Hampshire,Canterbury,Merrimack,Waller Avenue,66765,2024-05-14 21:54:15
PR0002112,C02042,P0021360,3,46.68,Sean Williams,660-284-5186,Nebraska,Rushville,Sheridan,Duarte Branch,9779,2024-04-21 20:58:10
PR0003752,C04653,P0021432,2,10.78,Elaine Thomas,606-239-4067,Virginia,Maurertown,Shenandoah,Boone Divide,2139,2024-04-18 02:31:18
PR0004669,C00038,P0021434,1,17.95,Mr. Robert Acevedo MD,790-568-9607,Arkansas,Romance,White,Zachary Passage,98322,2024-04-25 00:48:14
PR0006660,C05929,P0021447,1,11.96,Jessica Rogers,498-568-1487,Nevada,Fernley,Lyon,Donna Motorway,481,2024-05-08 06:05:33
PR0000601,C02278,P0021564,2,13.14,Jacob Peters,622-592-5740,New York,Guilford,Chenango,Angela Fords,974,2024-05-03 08:14:28
PR0002940,C02971,P0021573,1,2.51,Christopher Webster,890-838-8798,Virginia,Timberville,Rockingham,Ball Stravenue,5040,2024-04-19 16:01:44
PR0006508,C05824,P0021613,1,11.96,Joel Shea,552-436-8059,Kansas,Minneola,Clark,Michael Row,36493,2024-04-15 04:51:56
PR0004697,C03359,P0021667,1,13.16,Wanda Harris,286-301-9343,Montana,Outlook,Sheridan,Bradley Fields,8485,2024-04-25 04:03:34
PR0002373,C01530,P0021706,1,32.32,Justin Hurley,512-431-9391,Maryland,Indian Head,Charles,Mccormick Wall,321,2024-05-02 16:52:13
PR0004933,C04140,P0021740,3,21.51,Angela Mitchell,930-764-8613,Alabama,Gadsden,Etowah,Stokes Branch,8277,2024-04-27 08:40:13
PR0001543,C00556,P0021758,1,8.37,Derek Mack,428-780-5066,Pennsylvania,Moshannon,Centre,Jeffery Key,5386,2024-05-14 01:06:53
PR0003582,C05539,P0021762,3,16.2,Elizabeth Flores,901-875-1638,Michigan,Moscow,Hillsdale,Smith Trail,997,2024-05-01 18:44:57
PR0008182,C02557,P0021813,1,5.98,Priscilla Calderon,761-915-1308,New York,Eldred,Sullivan,Melissa Turnpike,37743,2024-04-20 19:35:57
PR0003745,C06480,P0021863,1,6.29,Jessica Smith,988-512-7856,Florida,Fort White,Columbia,Matthew Mountain,59572,2024-04-23 13:46:54
PR0000354,C04900,P0021965,2,13.9,Evan James,768-566-9578,Texas,Cumby,Hopkins,Maldonado Club,388,2024-05-15 10:37:24
PR0004445,C02884,P0021996,2,9.56,Chelsea Barnett,593-382-8544,Texas,Falcon Heights,Starr,Jones Pine,888,2024-05-04 05:51:35
PR0002569,C02468,P0022027,2,47.88,Mary May,882-801-2711,West Virginia,Spelter,Harrison,Tiffany Station,846,2024-05-10 04:49:33
PR0001711,C00495,P0022065,1,4.79,Annette Melton,873-817-3730,California,Hathaway Pines,Calaveras,Brandi Mill,9780,2024-05-08 03:04:17
PR0003513,C04706,P0022105,1,4.9,Tammy Boone,749-372-5366,Pennsylvania,Woxall,Montgomery,Warren Ranch,72595,2024-04-22 17:54:21
PR0003588,C05544,P0022152,1,4.42,Tiffany Jackson,247-534-9487,Pennsylvania,Brackney,Susquehanna,Lewis Branch,7179,2024-04-22 00:25:05
PR0001718,C04434,P0022163,1,5.69,Robin Stokes,245-464-4868,New Hampshire,Hampstead,Rockingham,Neal Fords,333,2024-05-07 08:27:34
PR0000703,C03501,P0022191,1,14.97,Jasmine Frye,221-932-9538,Arizona,San Simon,Cochise,Kelly Harbors,37574,2024-04-26 18:09:44
PR0005877,C02458,P0022195,1,5.98,Mrs. Diane Reyes,330-625-5677,Illinois,Riverton,Sangamon,Tina Harbor,4560,2024-04-21 15:57:07
PR0004182,C01878,P0022285,2,10.78,Eric Carney,207-507-7995,Ohio,Walbridge,Wood,Davis Plain,200,2024-04-18 08:52:47
PR0008238,C05640,P0022300,1,59.87,Michael Williams,919-468-4836,New York,Port Crane,Broome,Mathis Roads,1437,2024-05-09 16:09:03
PR0005203,C02380,P0022324,2,21.54,Vicki Bullock,542-220-4881,Texas,Coleman,Coleman,Raymond Mall,162,2024-04-29 08:22:05
PR0003863,C05790,P0022335,1,5.99,Courtney Brown,959-550-9987,New Jersey,Hackensack,Bergen,James Land,26400,2024-04-26 22:54:35
PR0001773,C04909,P0022356,1,17.95,Jordan Kennedy,407-280-2745,Oregon,Junction City,Lane,Douglas Creek,927,2024-04-16 19:57:40
PR0003537,C03953,P0022362,2,14.34,Gary James,752-854-7018,Ohio,Blue Creek,Adams,Victor Shoal,547,2024-04-15 04:13:20
PR0008468,C01035,P0022385,2,16.74,Kevin Walls,603-306-6232,Arkansas,Johnson,Washington,Miller Falls,5804,2024-04-22 06:03:48
PR0001706,C01063,P0022396,2,7.14,Alex Fields,508-858-2956,Illinois,La Place,Piatt,Henry Pass,1565,2024-05-05 21:55:58
PR0001108,C03653,P0022437,1,2.51,Samantha Shepard,661-685-4757,Michigan,Brown City,Sanilac,Mclaughlin Ville,6124,2024-04-27 07:05:18
PR0002546,C04475,P0022572,2,19.14,Chad Green,606-934-6885,Utah,Cache Junction,Cache,Tommy Springs,81595,2024-04-19 21:55:59
PR0003955,C04285,P0022585,1,67.05,Lorraine Turner,741-244-5997,Ohio,Verona,Preble,Bird Village,1511,2024-05-07 07:21:42
PR0007551,C01875,P0022791,2,4.7,Sarah Mccarty,406-803-4983,Washington,Pacific Beach,Grays Harbor,Johns Glens,7263,2024-04-15 11:40:21
PR0000550,C05128,P0022805,1,9.33,Robert Taylor,235-424-3483,Tennessee,Rockvale,Rutherford,Chen Highway,3302,2024-05-11 08:48:34
PR0002052,C02958,P0022829,2,45.38,Jason King,880-839-9988,Nebraska,Staplehurst,Seward,Powers Plaza,8297,2024-04-18 11:12:57
PR0000575,C06170,P0022846,1,35.92,Thomas Bradley,756-289-7335,West Virginia,Newhall,Mcdowell,Lewis Parks,7242,2024-04-22 18:46:49
PR0002488,C01094,P0022907,3,25.11,Krista Gibson,399-697-7916,Maryland,Bowie,Prince Georges,Hughes Burgs,61189,2024-04-25 02:44:42
PR0002567,C02959,P0022922,3,35.88,Jason Parker,910-301-5774,Kentucky,Ft Mitchell,Kenton,Cook Center,4435,2024-04-30 17:45:02
PR0004626,C03626,P0023049,5,299.35,Nathan Friedman,558-635-7726,South Dakota,Pine Ridge,Shannon,Elizabeth Meadows,372,2024-04-29 21:39:29
PR0004381,C02897,P0023061,1,9.57,Tracey Jones,875-869-3462,Minnesota,Marshall,Lyon,Mary Landing,687,2024-04-20 01:34:13
PR0005116,C03779,P0023118,1,9.57,Frank Smith,728-434-8553,South Carolina,Wagener,Aiken,Smith Forest,3149,2024-04-28 17:22:38
PR0006836,C04904,P0023167,3,89.82,Samantha Reyes,380-460-1570,New York,South Richmond Hill,Queens,Thompson Courts,228,2024-04-23 09:26:47
PR0001594,C05739,P0023168,1,11.92,Natalie Kirby,502-529-9530,Massachusetts,Turners Falls,Franklin,Harold Cliffs,9789,2024-04-21 18:06:29
PR0002757,C00601,P0023228,1,101.8,Michael Arroyo,598-480-6174,Alabama,New Market,Madison,Kim Fields,2094,2024-04-29 22:48:32
PR0007692,C06171,P0023295,2,11.96,Amy Mosley,653-926-5994,Nebraska,Crab Orchard,Johnson,Guzman Way,65162,2024-05-02 19:09:33
PR0001386,C04500,P0023334,1,26.05,Alexander Leon,998-439-5056,Oregon,Junction City,Lane,Smith Lock,4465,2024-05-01 23:00:02
PR0001192,C01742,P0023345,1,23.94,Dawn Carpenter,284-969-2557,North Carolina,Skyland,Buncombe,Brandy Circles,956,2024-05-07 10:06:59
PR0005991,C03441,P0023347,1,29.22,Brenda Singleton,562-397-2107,Florida,Reddick,Marion,Ramsey Manors,6455,2024-04-18 11:33:59
PR0008130,C04059,P0023348,3,61.05,Brandon Arnold,487-609-9372,Kentucky,Oak Grove,Christian,Sherman Estate,8943,2024-04-27 19:59:58
PR0006283,C05973,P0023353,3,35.88,Robert Brewer,880-858-4644,Wisconsin,Windsor,Dane,Potter Burgs,10595,2024-05-01 10:40:16
PR0000385,C02378,P0023369,3,39.48,Anthony Henry,800-500-3297,Maryland,Big Pool,Washington,Dawn Cliffs,5036,2024-05-01 06:35:56
PR0003987,C02912,P0023389,1,62.16,Marcus Sims MD,603-474-3350,Ohio,Westlake,Cuyahoga,Sharp Parkways,640,2024-05-05 13:48:08
PR0001278,C06183,P0023483,5,29.9,Steven Morgan,514-256-6582,Kansas,Sylvan Grove,Lincoln,Susan Mills,412,2024-05-06 16:05:56
PR0001582,C02607,P0023592,2,19.14,Jamie Smith,473-251-9340,California,Los Molinos,Tehama,Hartman Valleys,70,2024-04-17 11:54:16
PR0002520,C05424,P0023626,2,1.92,Mike Perry,537-814-3049,Virginia,Onancock,Accomack,Edward Terrace,632,2024-04-22 03:47:04
PR0004666,C00889,P0023643,1,105.39,Sarah Ward,461-239-3458,Vermont,Williamsville,Windham,Simmons Crescent,225,2024-04-20 05:14:59
PR0000955,C05867,P0023679,1,3.89,Amy Palmer,869-325-9347,California,Avenal,Kings,Regina Crossroad,78870,2024-05-15 17:17:29
PR0000679,C02049,P0023693,5,95.75,Louis Martin,318-349-7461,Arkansas,Huttig,Union,Alexandra Avenue,15576,2024-05-05 11:17:59
PR0002234,C05055,P0023699,1,21.54,John Wall,455-933-3074,South Carolina,Cordova,Orangeburg,Myers Crossing,6723,2024-05-07 07:07:10
PR0001461,C00255,P0023773,3,53.88,Brian Poole,972-762-9784,Michigan,Whitmore Lake,Washtenaw,Austin Inlet,8616,2024-05-09 15:10:49
PR0003532,C01980,P0023802,1,4.78,Steven Cook,556-392-6698,New Mexico,Petaca,Rio Arriba,Tucker Roads,37314,2024-04-21 00:45:36
PR0000364,C03559,P0023915,2,23.92,Chelsea Young,518-891-8589,Wisconsin,Radisson,Sawyer,Stephanie Road,1751,2024-05-12 23:54:21
PR0001793,C03098,P0024005,2,40.7,David Heath,235-343-4709,Virginia,Elkton,Rockingham,Ricardo Avenue,830,2024-05-04 02:02:45
PR0002779,C00955,P0024017,1,50.24,Clifford Mcdonald,544-532-5936,Nevada,Pioche,Lincoln,Lewis Tunnel,574,2024-04-21 09:20:52
PR0001432,C03740,P0024050,1,11.96,Megan Oliver,219-398-9463,Ohio,Franklin,Warren,Miranda Turnpike,870,2024-04-20 12:38:04
PR0002095,C00180,P0024099,1,33.52,Suzanne Jimenez,914-210-1168,Massachusetts,Petersham,Worcester,Bautista Locks,419,2024-05-06 13:17:46
PR0001469,C02050,P0024139,5,119.7,Donna Carpenter,999-936-1518,Texas,Vidor,Orange,Atkins Brooks,67762,2024-04-29 06:08:43
PR0007264,C06425,P0024195,1,15.56,Jennifer Smith DDS,452-717-6234,Maine,Stetson,Penobscot,Andrea Plains,9700,2024-05-05 12:40:02
PR0006070,C00142,P0024202,2,8.38,Mary Knapp DVM,414-217-3450,Illinois,Thawville,Iroquois,Catherine Extension,832,2024-04-21 19:13:01
PR0000383,C03704,P0024230,1,10.72,Brenda Guzman,326-340-5399,Virginia,Drewryville,Southampton,Watts Cape,564,2024-05-06 11:32:44
PR0003289,C02301,P0024360,3,107.76,Brandy Garcia,394-952-2469,Louisiana,Kilbourne,West Carroll,Maria Parks,26,2024-04-21 09:47:03
PR0002836,C02958,P0024381,1,35.92,Shannon Mahoney,775-371-8943,Texas,Edcouch,Hidalgo,Diaz Club,4915,2024-05-10 11:09:19
PR0003256,C06111,P0024528,2,47.88,Michael Martin,897-617-2798,Ohio,Stockdale,Pike,Sanchez Path,16826,2024-04-15 05:02:28
PR0001102,C02301,P0024529,1,4.61,Maria Coleman,215-643-1424,Wyoming,Dixon,Carbon,Jody Rue,5086,2024-05-10 11:13:19
PR0008260,C06077,P0024595,1,4.78,David Lane,983-688-5879,New York,Chenango Bridge,Broome,Ware Burg,397,2024-05-05 02:36:37
PR0001382,C05329,P0024664,1,5.98,Jessica Callahan,890-707-2639,Texas,Early,Brown,Gomez Centers,4952,2024-04-18 05:26:09
PR0005707,C04993,P0024688,1,23.94,Laura Lambert,329-896-1777,Louisiana,Boothville,Plaquemines,Jackson Burg,95410,2024-05-07 01:53:47
PR0004838,C00040,P0024882,1,31.5,Mary Evans,546-369-7268,California,Montague,Siskiyou,Mosley Roads,571,2024-05-05 04:37:11
PR0004073,C02968,P0024918,5,29.9,Brenda Hammond,616-328-9070,Nevada,Carson City,Douglas,Rhonda Shoal,245,2024-04-27 01:58:10
PR0008387,C00104,P0024951,1,8.37,Joshua Vance,913-544-6319,Wisconsin,Barronett,Barron,Baker Flats,532,2024-04-20 03:52:31
PR0008373,C06419,P0024962,1,11.96,Robert Rogers,439-658-3924,Indiana,Fowlerton,Grant,Mary Glens,4968,2024-05-09 23:23:03
PR0002187,C01747,P0025041,1,11.95,Miss Tamara Cruz,689-990-4816,New Mexico,El Rito,Rio Arriba,Mark Squares,270,2024-04-24 08:52:38
PR0006911,C01274,P0025159,1,41.9,Mrs. Kristen Reyes,651-318-6529,Nebraska,Burwell,Garfield,Taylor Center,73378,2024-05-15 22:10:33
PR0005690,C00710,P0025352,1,17.95,William Jackson,912-642-5100,Vermont,Bridgewater,Windsor,Daniel Fords,71,2024-05-02 09:53:01
PR0007403,C04288,P0025362,1,1.84,Gabrielle Clayton,597-515-3515,Pennsylvania,Leechburg,Armstrong,Patrick Ramp,5966,2024-04-30 10:59:03
PR0008471,C00221,P0025431,1,50.24,Joshua York,601-236-4797,Michigan,Westphalia,Clinton,Patty Cove,453,2024-05-04 16:34:04
PR0005999,C05738,P0025514,5,35.85,Daniel Nguyen,326-906-6693,Texas,Natalia,Medina,Higgins Lights,27651,2024-04-15 23:16:51
PR0007385,C01875,P0025556,3,237.09,Crystal Wu,539-382-3961,Mississippi,Durant,Holmes,Janet Gateway,535,2024-05-06 22:58:13
PR0006954,C00600,P0025672,1,4.18,Rebecca Kelly,746-851-1387,Maryland,Nanticoke,Wicomico,Jerry Ridge,214,2024-05-02 09:21:47
PR0002211,C00817,P0025858,2,14.34,Melissa Abbott,718-635-4196,Idaho,Albion,Cassia,Charles Field,97427,2024-04-17 03:03:10
PR0004339,C00071,P0025872,1,15.51,Catherine Santana,318-820-7956,Maryland,Myersville,Frederick,Wiggins Circle,26015,2024-04-15 11:22:45
PR0003374,C03970,P0025884,1,6.95,Ashley Jenkins,342-960-6860,New York,Quaker Street,Schenectady,Bryan Shoal,899,2024-05-02 10:16:56
PR0004861,C04626,P0025999,3,20.73,Curtis Cole,531-466-1948,Texas,Ivanhoe,Fannin,Danny Center,264,2024-04-22 05:35:35
PR0004851,C01748,P0026011,3,14.34,Cameron Wright,305-320-3185,Kansas,Coffeyville,Montgomery,Fisher Estate,36884,2024-05-10 10:04:59
PR0002344,C04914,P0026079,3,14.31,Connie Dominguez,272-381-2486,Virginia,Freeman,Brunswick,Micheal Springs,6406,2024-05-14 22:01:10
PR0001404,C06466,P0026084,2,35.88,Tony Scott,692-685-3537,Pennsylvania,Moshannon,Centre,Mitchell Heights,9411,2024-05-12 16:22:38
PR0000421,C03333,P0026109,1,7.16,Mark Harris,574-523-6765,Iowa,Archer,Obrien,Benjamin Isle,8417,2024-05-02 10:52:42
PR0003980,C01839,P0026131,1,5.33,Richard Davis DDS,589-965-2181,South Carolina,Cottageville,Colleton,Torres Shore,567,2024-05-06 09:58:04
PR0008261,C04864,P0026281,1,7.17,Thomas Serrano,262-529-8721,Idaho,Bovill,Latah,Daniel Shore,1132,2024-04-17 17:09:01
PR0002519,C06192,P0026282,2,35.92,Sheila Greer,599-764-5329,Georgia,Irwinville,Irwin,Weeks Plaza,79,2024-04-16 08:34:15
PR0000156,C06373,P0026470,1,5.98,Joseph Wagner,927-695-9748,Michigan,Grant,Newaygo,Phillips Street,8469,2024-05-01 17:05:36
PR0000648,C06332,P0026502,2,5.96,Tracy Fisher,435-228-8871,Mississippi,Senatobia,Tate,Stewart Mills,754,2024-05-11 10:22:28
PR0002046,C05807,P0026510,1,10.77,Joshua Gilmore,695-514-9859,Oregon,The Dalles,Wasco,Joyce Mountains,4117,2024-05-12 01:17:11
PR0003409,C04702,P0026514,1,9.76,Elijah Jackson,652-357-2922,Pennsylvania,Millerstown,Perry,Sarah Wells,38750,2024-04-26 00:50:59
PR0003385,C06308,P0026536,2,167.64,Carrie Turner,484-859-8684,New York,Thiells,Rockland,Katie Harbor,72415,2024-05-07 14:05:25
PR0004999,C01780,P0026561,2,31.12,Allison Fernandez,494-377-5239,Alabama,Gadsden,Etowah,Shaffer Pines,2357,2024-04-25 19:10:51
PR0003363,C05874,P0026562,1,2.34,Elizabeth Wilson,989-902-2460,North Carolina,Hookerton,Greene,Phillips Causeway,500,2024-05-09 22:47:58
PR0006348,C04839,P0026566,2,40.7,Elizabeth Johnson,776-853-3698,South Carolina,New Zion,Clarendon,Williams Drive,19,2024-05-13 15:37:43
PR0004698,C04439,P0026573,1,29.93,Kathleen Henry,712-769-6305,Louisiana,Grand Chenier,Cameron,Jones Lodge,648,2024-04-17 13:32:25
PR0005638,C03790,P0026638,1,13.16,Carlos Stone,859-639-2053,New York,Berne,Albany,Christine Squares,754,2024-04-28 13:06:08
PR0007657,C01682,P0026793,1,38.32,Paula Lane,583-268-5212,Illinois,Metropolis,Massac,Heather Loop,435,2024-04-27 19:15:49
PR0001758,C02829,P0026821,1,7.19,Melissa Thomas,216-526-4154,Arizona,Polacca,Navajo,Lindsay Island,514,2024-04-27 06:35:23
PR0002636,C05761,P0026867,1,2.62,Hannah Page,739-397-9813,Indiana,Otterbein,Benton,Tyler Valleys,281,2024-04-26 07:10:34
PR0004622,C00999,P0026914,1,5.98,Robin Santiago,887-778-8504,Puerto Rico,San Juan,San Juan,Jones Manor,4594,2024-05-06 10:29:10
PR0005984,C02423,P0026994,2,23.96,Kenneth Simmons,707-808-9067,Virginia,Mascot,King And Queen,Browning Isle,8232,2024-05-05 05:55:38
PR0006840,C02068,P0027038,1,15.56,Jesse Clark,676-963-4860,Virginia,Haymarket,Prince William,Jane Burg,68085,2024-04-30 20:33:47
PR0004807,C00824,P0027070,1,11.96,Denise Melendez,770-561-4608,Massachusetts,Haverhill,Essex,Henry Spur,4411,2024-04-19 22:51:46
PR0005756,C03585,P0027086,1,5.98,Gregory Henderson,414-980-6329,Nebraska,Sterling,Johnson,Nelson Point,637,2024-04-22 09:19:21
PR0007701,C02431,P0027096,1,7.17,Lauren Merritt,255-200-9186,Indiana,Williamsburg,Wayne,Robin Park,55860,2024-05-07 03:22:19
PR0006898,C06364,P0027203,3,25.14,Phillip Lewis,665-746-5338,California,Santa Margarita,San Luis Obispo,William Burgs,79703,2024-05-05 13:56:16
PR0008063,C05696,P0027252,1,23.94,Brian Lee,853-945-8286,New York,Gallupville,Schoharie,Sean Road,99447,2024-04-15 23:50:14
PR0006940,C04395,P0027305,1,17.95,Christina Hart,640-770-1384,South Carolina,Greenwood,Greenwood,Steven Stream,66,2024-04-15 11:17:57
PR0006405,C01172,P0027352,1,11.96,Sarah Cook,357-962-5774,California,Santa Margarita,San Luis Obispo,Robert Curve,745,2024-04-23 22:27:41
PR0006686,C01123,P0027365,1,12.57,Lisa Mills,757-990-5309,Illinois,Keenes,Wayne,Jessica Forks,1685,2024-05-07 08:26:13
PR0005306,C02757,P0027525,1,7.17,David Jacobson,671-800-2196,Alabama,Bessemer,Jefferson,Denise Brooks,907,2024-04-25 02:23:13
PR0000401,C00262,P0027588,1,5.98,Ernest Bernard,319-682-2839,Kentucky,Williamstown,Grant,Tucker Highway,127,2024-04-29 06:56:25
PR0003943,C01631,P0027590,3,11.13,Paul Thomas,449-502-3466,Maryland,Sharpsburg,Washington,Cox Island,1408,2024-04-28 21:38:16
PR0003178,C02667,P0027701,2,71.84,Eric Mcgee,920-540-7628,South Carolina,Swansea,Lexington,Graves Hollow,482,2024-04-20 05:32:57
PR0005279,C03294,P0027718,5,41.85,Cody Smith,609-937-7745,Minnesota,Maynard,Chippewa,Ricardo Pike,40289,2024-04-23 14:06:07
PR0002701,C03914,P0027718,5,41.85,Chelsey Fox,615-860-4246,Arkansas,Morrow,Washington,Rodriguez Road,76612,2024-04-30 15:39:13
PR0002387,C00113,P0027720,1,15.56,Joshua Davis,327-683-7544,California,Santa Rosa,Sonoma,Green Vista,701,2024-05-04 01:53:19
PR0002174,C02688,P0027830,5,53.85,Eduardo Sims,588-401-6443,Virginia,Sutherlin,Pittsylvania,Laurie Ports,6217,2024-05-01 19:03:32
PR0005697,C03849,P0027895,1,7.78,Stephanie Adams,763-968-6510,Michigan,Grant,Newaygo,Kristen Flat,4434,2024-05-14 21:17:37
PR0002315,C00020,P0027923,2,23.92,William Davis,743-740-2275,California,Colusa,Colusa,Ferguson Path,600,2024-04-16 08:23:29
PR0001943,C03637,P0027935,1,11.96,Janet Kane DVM,533-377-5109,Virginia,Cripple Creek,Wythe,Andrew Ramp,5207,2024-04-23 15:53:27
PR0004159,C04882,P0027958,3,19.71,Tyler Davis,271-226-1608,Colorado,Buffalo Creek,Jefferson,Lisa Avenue,6981,2024-04-24 20:11:35
PR0003542,C02057,P0027967,2,57.44,Carol Lawson,895-618-8085,Minnesota,Parkers Prairie,Otter Tail,Kimberly Estates,1904,2024-04-19 15:26:01
PR0001081,C01328,P0027968,1,5.87,Steven Dean,513-505-9161,North Dakota,Fort Ransom,Ransom,Jason Drives,935,2024-05-07 17:24:48
PR0005696,C05305,P0027992,5,53.85,Ian Moyer,580-200-3392,Michigan,Allendale,Ottawa,Richard Corner,3269,2024-05-08 18:02:28
PR0007995,C03586,P0028023,1,8.37,Kelli Contreras,930-240-4772,Rhode Island,East Providence,Providence,Donovan Green,53188,2024-04-17 05:46:34
PR0002336,C04830,P0028194,1,19.15,Phillip Kent,542-963-6943,California,Planada,Merced,Chung Drive,74801,2024-05-06 03:32:37
PR0007124,C02418,P0028278,2,19.04,Derek Jones,654-215-8617,Massachusetts,Roslindale,Suffolk,Kelly Parkway,814,2024-04-17 15:32:43
PR0004037,C03612,P0028308,1,75.33,Stephen Roth,972-504-8615,Florida,Valrico,Hillsborough,Chad Cliffs,3761,2024-05-09 10:49:37
PR0007153,C02867,P0028358,1,8.37,Michael Martin,683-532-5786,South Dakota,Canton,Lincoln,Fernandez Fall,390,2024-05-13 04:14:31
PR0002962,C04695,P0028407,2,9.56,Amanda Harris,728-836-5266,Massachusetts,Marshfield,Plymouth,Garrett Ville,9500,2024-04-24 08:33:35
PR0001142,C03516,P0028447,1,8.37,Stephanie Cross,322-762-9348,Indiana,Lagrange,Lagrange,Thomas Port,25953,2024-05-01 21:40:52
